mlId,movieLabel,year,cast member,country of origin,director,producer,distributed by,film editor,screenwriter,composer
3146,Deuce Bigalow: Male Gigolo,1999.0,"Jacqueline Obradors, William Forsythe, Eddie Griffin, Jackie Sandler, Arija Bareikis, Oded Fehr, Adam Sandler, Norm Macdonald, Rob Schneider, Marlo Thomas, Allen Covert, Richard Riehle, Caroline Ambrose, Big Boy, Torsten Voges, Bree Turner, Amy Poehler, Gail O'Grady",United States of America,Mike Mitchell,"Adam Sandler, Sid Ganis","Walt Disney Studios Motion Pictures, Netflix",George Bowers,"Rob Schneider, Harris Goldberg",Teddy Castellucci
31467,The Great White Hope,1970.0,"Rodolfo Acosta, Robert Webber, Lillian Randolph, Karl-Otto Alberty, Moses Gunn, Chester Morris, Hans Meyer, Lloyd Gough, Oscar Beregi, Jr., Roy Glenn, Larry Pennell, Marcel Dalio, Arthur Malet, James Earl Jones, Davis Roberts, Joel Fluellen, Jon Lovitz, R. G. Armstrong, Jane Alexander, Hal Holbrook, Virginia Capers, Scatman Crothers, Beah Richards",United States of America,Martin Ritt,Lawrence Turman,"20th Century Studios, Netflix",William H. Reynolds,Howard Sackler,Lionel Newman
31469,A Study in Terror,1965.0,"Judi Dench, Charles Régnier, Peter Carsten, Barbara Windsor, John Neville, Anthony Quayle, Georgia Brown, Donald Houston, John Cairney, Kay Walsh, Adrienne Corri, Frank Finlay, John Fraser, Robert Morley, Edina Ronay, Barry Jones, Cecil Parker, Christiane Maybach",United Kingdom,"James Hill, James Hill","Herman Cohen, Michael Klinger",Columbia Pictures,Henry Richardson,Derek Ford,John Scott
3147,The Green Mile,1999.0,"Tom Hanks, Patricia Clarkson, Gary Sinise, Bonnie Hunt, William Sadler, Harry Dean Stanton, Jeffrey DeMunn, Barry Pepper, Sam Rockwell, David Morse, Michael Jeter, James Cromwell, Graham Greene, Dabbs Greer, Paula Malcomson, Scotty Leavenworth, Doug Hutchison, Michael Clarke Duncan, Bill McKinney, Eve Brent, Brent Briscoe",United States of America,Frank Darabont,"Frank Darabont, David Valdes","Warner Bros., Netflix",Richard Francis-Bruce,Frank Darabont,Thomas Newman
3148,The Cider House Rules,1999.0,"Michael Caine, Charlize Theron, J. K. Simmons, Tobey Maguire, Kathy Baker, Skye McCole Bartusiak, Jane Alexander, Paul Rudd, Erykah Badu, Paz de la Huerta, Kate Nelligan, Erik Sullivan, Delroy Lindo, Kieran Culkin, John Irving, Heavy D, Annie Corley, Evan Parke, Kevin Chapman, K. Todd Freeman",United States of America,Lasse Hallström,"Harvey Weinstein, Bob Weinstein, Richard N. Gladstein","Netflix, UIP-Dunafilm",Lisa Zeno Churgin,John Irving,Rachel Portman
31485,The Professionals,1966.0,"Lee Marvin, Jack Palance, Burt Lancaster, Robert Ryan, Claudia Cardinale, Ralph Bellamy, Woody Strode, Jorge Martínez de Hoyos, Vaughn Taylor, Joe De Santis, Leigh Chapman",United States of America,Richard Brooks,Richard Brooks,"Columbia Pictures, Netflix",Peter Zinner,"Richard Brooks, Frank O'Rourke",Maurice Jarre
315,The Specialist,1994.0,"Sylvester Stallone, Eric Roberts, Sharon Stone, James Woods, Rod Steiger",United States of America,Luis Llosa,Jerry Weintraub,"Netflix, InterCom",Jack Hofstra,John Shirley,John Barry
3152,The Last Picture Show,1971.0,"Eileen Brennan, Randy Quaid, Ben Johnson, Jeff Bridges, Ellen Burstyn, Frank Marshall, Cloris Leachman, Peter Bogdanovich, Noble Willingham, Cybill Shepherd, John Hillerman, Clu Gulager, Timothy Bottoms, Sam Bottoms, Gary Brockette",United States of America,Peter Bogdanovich,"Bob Rafelson, Stephen J. Friedman",Columbia Pictures,"Donn Cambern, Peter Bogdanovich","Peter Bogdanovich, Larry McMurtry",Hank Williams
31524,The Bitter Tears of Petra von Kant,1972.0,"Margit Carstensen, Irm Hermann, Hanna Schygulla, Katrin Schaake, Eva Mattes, Gisela Fackeldey",Germany,Rainer Werner Fassbinder,"Rainer Werner Fassbinder, Michael Fengler","Netflix, New Yorker Films",Thea Eymèsz,Rainer Werner Fassbinder,Giuseppe Verdi
3154,Blood on the Sun,1945.0,"Robert Armstrong, James Cagney, Sylvia Sidney, Frank Puglia, Hugh Beaumont, Philip Ahn, Wallace Ford, Rhys Williams, Rosemary DeCamp, John Emery, Porter Hall, James Bell, Leonard Strong",United States of America,Frank Lloyd,William Cagney,"United Artists Corporation, Netflix",Walter Hannemann,Garrett Fort,Miklós Rózsa
31549,Fata Morgana,1971.0,Lotte H. Eisner,Germany,Werner Herzog,Werner Herzog,Netflix,Beate Mainka-Jellinghaus,Werner Herzog,Wolfgang Amadeus Mozart
31555,Mac and Me,1988.0,"Jennifer Aniston, Nikki Cox, Andrew Divoff, George Buck Flower, Christine Ebersole, Squire Fridell, Jonathan Ward, Laura Waterbury, Tina Caspary, Martin West, Gary Brockette, Danny Cooksey",United States of America,Stewart Raffill,R.J. Louis,"Orion Pictures, Netflix",Tom Walls,"Stewart Raffill, Steve Feke",Alan Silvestri
3156,Bicentennial Man,1999.0,"Robin Williams, Wendy Crewson, Sam Neill, Embeth Davidtz, Hallie Eisenberg, Oliver Platt, Kiersten Warren, Bradley Whitford, Lynne Thigpen, Stephen Root, George D. Wallace, Scott Waugh, John Michael Higgins, Lindze Letherman","Canada, United States of America",Chris Columbus,"Wolfgang Petersen, Chris Columbus, Laurence Mark, Gail Katz, Michael Barnathan, Mark Radcliffe","Walt Disney Studios Motion Pictures, Netflix","Neil Travis, Nicolas De Toth","Isaac Asimov, Nicholas Kazan, Robert Silverberg",James Horner
31584,Rosenstraße,2003.0,"Rainer Strecker, Gaby Dohm, Jürgen Vogel, Claudia Rieschel, Siemen Rühaak, Hans Peter Hallwachs, Lena Stolze, Jutta Lampe, Doris Schade, Katja Riemann, Maria Schrader, Martin Wuttke, Jutta Wachowiak, Atto Suttarp, Thekla Reuten, Carl Achleitner, Carola Regnier, Jan Decleir, Burkhard Schmeer, Carine Crutzen, Jochen Striebeck, Edwin de Vries, Jean-Pierre Le Roy, Plien van Bennekom, Renate Usko, Frank Behnke, Fritz Lichtenhahn, Isolde Barth, Robert Dölle, Hannelore Koch, Heio von Stetten, Fedja van Huêt, Martin Feifel, Nina Kunzendorf, Roland Silbernagl, Svea Lohde, Hans Kremer, Morris Perry, Felix Moeller, Romijn Conen","Netherlands, Germany",Margarethe von Trotta,"Markus Zimmer, Richard Schöps, Henrik Meyer",01 Distribution,Corina Dietz,"Margarethe von Trotta, Pamela Katz",Loek Dikker
31588,Casque d'or,1952.0,"Simone Signoret, Christiane Minazzoli, Gaston Modot, Serge Reggiani, Jean Degrave, Joëlle Bernard, Julien Maffre, Loleh Bellon, Suzanne Grey, Tony Corteggiani, William Sabatier, Yette Lucas, Roland Lesaffre, Dominique Davray, Léon Bary, Léon Pauléon, Marcel Melrac, Marcel Rouzé, Maurice Marceau, Raymond Bussières, Claude Castaing, Daniel Mendaille, Claude Dauphin, Odette Barencey, Paul Azaïs, Paul Barge, Pierre Goutas, Pierre Leproux, Fernand Trignol, Henri Coutet, Jacqueline Cantrelle, Jean Berton, Jean Clarieux, Pâquerette, Raphaël Patorni, René Pascal, Robert Mercier, Roger Dalphin, Roger Vincent, Yvonne Yma, Émile Genevois",France,Jacques Becker,Robert and Raymond Hakim,"Netflix, The Criterion Collection",Marguerite Renoir,Jacques Becker,Georges Van Parys
3159,Fantasia 2000,1999.0,"Steve Martin, Penn & Teller, Angela Lansbury, Quincy Jones, James Earl Jones, Russi Taylor, Bette Midler, Leopold Stokowski, Kathleen Battle, Deems Taylor, Tony Anselmo, Wayne Allwine, James Levine, Itzhak Perlman, Eric Goldberg, Yefim Bronfman, Paul and Gaëtan Brizzi, Hendel Butoy, Ralph Grierson",United States of America,"James Algar, Don Hahn, Eric Goldberg, Francis Glebas, Paul and Gaëtan Brizzi, Pixote Hunt, Hendel Butoy","Roy E. Disney, Donald W. Ernst","Netflix, Walt Disney Studios Motion Pictures, InterCom, Disney+","Lois Freeman-Fox, Jessica Ambinder-Rojas","Don Hahn, Eric Goldberg, David Reynolds, Irene Mecchi","Ludwig van Beethoven, Igor Stravinsky, George Gershwin, Dmitri Shostakovich, Camille Saint-Saëns, Edward Elgar, Ottorino Respighi, Paul Dukas"
31590,Grisbi,1954.0,"Jean Gabin, Jeanne Moreau, Dora Doll, Delia Scala, Paul Frankeur, Lino Ventura, René Dary, Marilyn Buferd, Vittorio Sanipoli, Charles Bayard, Charles Mahieu, Daniel Cauchy, Denise Clair, Gaby Basset, Dominique Davray, Jean Riveyre, Alain Bouvette, Gérard Blain, Jean Clarieux, Jean Daurand, Michel Jourdan, Paul Barge, Paul Œttly, Pierre Moncorbier, René Hell, Robert Le Fort, Angelo Dessy","Italy, France",Jacques Becker,Robert Dorfmann,Netflix,Marguerite Renoir,"Jacques Becker, Albert Simonin, Maurice Griffe",Jean Wiener
31594,The Matchmaker,1958.0,"Shirley MacLaine, Anthony Perkins, Robert Morse, Shirley Booth, Paul Ford, Russell Collins, Gavin Gordon",United States of America,Joseph Anthony,Don Hartman,"Paramount Pictures, Netflix",Howard Alexander Smith,Thornton Wilder,Adolph Deutsch
3160,Magnolia,1999.0,"Thomas Jane, Tom Cruise, Julianne Moore, Clark Gregg, Felicity Huffman, John C. Reilly, Jim Beaver, Philip Seymour Hoffman, Miriam Margolyes, William H. Macy, Henry Gibson, Mary Lynn Rajskub, Melora Walters, Veronica Hart, Jason Robards, Luis Guzmán, Alfred Molina, Melinda Dillon, William Mapother, Philip Baker Hall, Neil Flynn, Eileen Ryan, Michael Murphy, April Grace, Orlando Jones, Patton Oswalt, Robert Downey Sr., Michael Bowen, Ricky Jay, Matt Gerald, Ezra Buzzington, John S. Davies, Don McManus, Michael Shamus Wiles, Kevin Breznahan, Cleo King, Pat Healy",United States of America,Paul Thomas Anderson,"Paul Thomas Anderson, Dylan Tichenor, Michael De Luca, JoAnne Sellar","New Line Cinema, Netflix",Dylan Tichenor,Paul Thomas Anderson,Jon Brion
3161,Onegin,1999.0,"Ralph Fiennes, Toby Stephens, Liv Tyler, Lena Headey, Harriet Walter, Simon McBurney, Irene Worth, Alun Armstrong, Martin Donovan","United Kingdom, United States of America",Martha Fiennes,"Ralph Fiennes, Ileen Maisel","Samuel Goldwyn Films, Netflix",Jim Clark,Michael Ignatieff,Magnus Fiennes
31617,El Cid,1961.0,"Gerard Tichy, Paul Müller, Herbert Lom, Sophia Loren, Charlton Heston, Antonio Mayáns, Massimo Serato, Douglas Wilmer, Frank Thring, Hurd Hatfield, Ralph Truman, Rosalba Neri, Geneviève Page, Gary Raymond, Andrew Cruickshank, Virgilio Teixeira, Robert Rietti, Christopher Rhodes, Nerio Bernardi, Raf Vallone, Barbara Everest, John Fraser, Roland Ménard, Tullio Carminati, Carlo Giustini, Franco Fantasia, Paul Naschy, Fausto Tozzi, Michael Hordern","United States of America, Italy",Anthony Mann,Samuel Bronston,Monogram Pictures,Robert Lawrence,"Philip Yordan, Diego Fabbri, Fredric M. Frank, Ben Barzman",Miklós Rózsa
31638,A Fine Madness,1966.0,"Patrick O'Neal, Zohra Lampert, Sean Connery, Jean Seberg, Jackie Coogan, Werner Peters, Kay Medford, Clive Revill, John Fiedler, Joanne Woodward, Richard S. Castellano, Colleen Dewhurst, Sandra Lee Gimpel, Sorrell Booke, Renée Taylor, Maidie Norman, Bibi Osterwald, Lester Dorr",United States of America,Irvin Kershner,Jerome Hellman,"Warner Bros., Netflix",William H. Ziegler,Elliott Baker,John Addison
31645,Reap the Wild Wind,1942.0,"Paulette Goddard, John Wayne, Ray Milland, Raymond Hatton, Hedda Hopper, Dorothy Sebastian, Susan Hayward, Mildred Harris, Cecil B. DeMille, George Melford, Charles K. French, J. Farrell MacDonald, Victor Varconi, Akim Tamiroff, Victor Kilian, Harry Woods, James Anderson, Janet Beecher, Robert Preston, Martha O'Driscoll, Julia Faye, Claire McDowell, Raymond Massey, William Haade, Milburn Stone, James Flavin, Louise Beavers, Lynne Overman, Oscar Polk, Emmett King, Charles Bickford, Elisabeth Risdon, Nestor Paiva, Elmo Lincoln, Maurice Costello, Lane Chandler, Walter Hampden, Monte Blue, Gertrude Astor, Byron Foulger",United States of America,Cecil B. DeMille,Cecil B. DeMille,"Paramount Pictures, Netflix",Anne Bauchens,"Jeanie MacPherson, Charles Bennett, Alan Le May, Jesse Louis Lasky Jr.",Victor Young
31655,Inferno,1953.0,"Rhonda Fleming, Larry Keating, Henry Hull, Robert Burton, Robert Ryan, William Lundigan",United States of America,Roy Ward Baker,William Bloom,20th Century Studios,Robert L. Simpson,Francis Cockrell,Paul Sawtell
3167,Carnal Knowledge,1971.0,"Art Garfunkel, Jack Nicholson, Candice Bergen, Ann-Margret, Carol Kane, Rita Moreno",United States of America,Mike Nichols,"Mike Nichols, Joseph E. Levine","Cineriz, Netflix",Sam O'Steen,Jules Feiffer,Glenn Miller
31672,The Blade,1995.0,"Valerie Chow, Moses Chan, Hung Yan-yan, Vincent Zhao, Collin Chou, Austin Wai",Hong Kong,Tsui Hark,Raymond Chow,Orange Sky Golden Harvest,Tsui Hark,"Tsui Hark, Samuel So",Raymond Wong Ying-wah
3168,Easy Rider,1969.0,"Jack Nicholson, Dennis Hopper, Dan Haggerty, Peter Fonda, Phil Spector, Carrie Snodgress, Karen Black, Robert Walker, Jr., Toni Basil, Bridget Fonda, Michael Pataki, Warren Finnerty, Luke Askew, Luana Anders",United States of America,Dennis Hopper,Peter Fonda,"Columbia Pictures, Netflix",Donn Cambern,"Dennis Hopper, Peter Fonda, Terry Southern",Roger McGuinn
31689,Inside Deep Throat,2005.0,"Jack Nicholson, Linda Lovelace, Bill Maher, Francis Ford Coppola, Dennis Hopper, Camille Paglia, Warren Beatty, Bob Hope, Hugh Hefner, Norman Mailer, Alan Dershowitz, Georgina Spelvin, Carl Bernstein, Johnny Carson, John Waters, Gerard Damiano, Harry Reems, Larry Flynt, Wes Craven, Erica Jong, Tony Bill, Ed Powers, Lee Carroll, Eric Edwards, Peter Bart, David Winters",United States of America,"Randy Barbato, Fenton Bailey","Ron Howard, Brian Grazer","Universal Pictures, Netflix, Vudu","Jeremy Simmons, William Grayburn","Randy Barbato, Fenton Bailey",David Benjamin Steinberg
3169,The Falcon and the Snowman,1985.0,"Pat Hingle, Lori Singer, Priscilla Pointer, Timothy Hutton, Michael Ironside, John Ratzenberger, David Suchet, Sean Penn, Chris Makepeace, Joyce Van Patten, Richard Dysart, Nicholas Pryor, Dorian Harewood, Jerry Hardin",United States of America,John Schlesinger,John Daly,"Orion Pictures, Netflix",Richard Marden,Steven Zaillian,Pat Metheny
31696,Constantine,2005.0,"Keanu Reeves, Rachel Weisz, Laz Alonso, Shia LaBeouf, Larry Cedar, Michelle Monaghan, Djimon Hounsou, Peter Stormare, Tilda Swinton, April Grace, Valerie Azlynn, Gavin Rossdale, José Zúñiga, Pruitt Taylor Vince, Suzanne Whang, Kevin Alejandro, Eileen Dietz, Francis Guinan","United States of America, Germany, Australia",Francis Lawrence,"Akiva Goldsman, Lauren Shuler Donner, Lorenzo di Bonaventura, Michael Uslan, Benjamin Melniker","Warner Bros., Netflix, InterCom",Wayne Wahrman,"Kevin Brodbin, Frank Cappello",Brian Tyler
31698,Son of the Mask,2005.0,"Larry Cedar, Bob Hoskins, Traylor Howard, Jamie Kennedy, Kal Penn, Alan Cumming, Matt Passmore, Mary Mouser, Ben Stein, Damon Herriman, Magda Szubanski, Steven Wright, Ryan Johnson","United States of America, Australia",Lawrence Guterman,Scott Kroopf,"New Line Cinema, Netflix",Malcolm Campbell,Lance Khazei,Randy Edelman
317,The Santa Clause,1994.0,"Tim Allen, Judge Reinhold, Eric Lloyd, Frank Welker, Frank Oz, Peter Boyle, Wendy Crewson, John Pasquin, David Krumholtz, Tabitha Lupien, Mary Gross, Judith Scott, Cody Jones, Jayne Eastwood, Kenny Vadas, Philip Williams, Steve Vinovich, Bob Dermer, David Sparrow, Jesse Collins, Joyce Guy, Kerrigan Mahan, Nina Keogh, Scott Wickware, Chris Benson, Larry Brandenburg, David Paul Grove, Lachlan Murdoch, Paige Tamada, Melissa King, Bradley Wentworth, Azura Bates, Joshua Satok, Zachary McLemore, Lindsay Lupien, Alexandra Petrocci, Aimee McIntyre, Dennis O'Connor, Ron Hartmann, Nic Knight, Gene Mack, Todd Davis, Brian Reilly, Brett Moon, Ryan Moon, Jack Newman, Michael Caruana, Micha Jackson, Gordon Masten, Laura Catalano, Peter Kosaka, Ivanka Kotalto, Marc Pichette, Tony Krolo, Alec Bachlow, Jimmy Labriola, Steve Kosaka, Lawrence Nakamura, Hun Sun Tran, Steve Tsukamoto",United States of America,John Pasquin,"Robert Newmyer, Jeffrey Silver, Brian Reilly","Netflix, Walt Disney Studios Motion Pictures, Disney+",Larry Bock,"Leo Benvenuti and Steve Rudnick, Leo Benvenuti, Steve Rudnick",Michael Convertino
3171,Room at the Top,1959.0,"Simone Signoret, Heather Sears, Laurence Harvey, Hermione Baddeley, Miriam Karlin, Donald Wolfit, Donald Houston, Wilfrid Lawson, John Moulder-Brown, Raymond Huntley, Jack Hedley, Ambrosine Phillpotts, John Westbrook, Allan Cuthbertson",United Kingdom,Jack Clayton,John and James Woolf,"Netflix, British Lion Films",Ralph Kemplen,"Neil Paterson, Mordecai Richler, John Braine",Mario Nascimbene
3172,Ulysses,1954.0,"Pietro Pastore, Alberto Lupo, Sylvie, Anthony Quinn, Franco Interlenghi, Oscar Andriani, Mimmo Poli, Kirk Douglas, Rossana Podestà, Marisa Allasio, Andrea Bosic, Andrea Aureli, Silvana Mangano, Benito Stefanelli, Renato Malavasi, Tania Weber, Teresa Pellati, Aldo Pini, Piero Lulli, Vera Molnar, Elena Zareschi, Alessandro Fersen, Edoardo Toniolo, Enzo Maggio, Riccardo Garrone, Carlo Mazzoni, Michele Riccardini, Ludmilla Dudarova, Goliarda Sapienza, Umberto Silvestri, Evi Maltagliati, Gualtiero Tumiati, Mario Feliciani, Daniel Ivernel, Jacques Dumesnil","France, Italy","Mario Camerini, Mario Bava","Carlo Ponti, Dino De Laurentiis","Paramount Pictures, Netflix",Leo Catozzo,"Mario Camerini, Irwin Shaw, Ben Hecht, Ivo Perilli, Franco Brusati, Ennio de Concini",Alessandro Cicognini
3173,Any Given Sunday,1999.0,"Al Pacino, Cameron Diaz, LL Cool J, Charlton Heston, Aaron Eckhart, Oliver Stone, Dennis Quaid, Elizabeth Berkley, Jamie Foxx, Lauren Holly, Ann-Margret, James Woods, Sean Stone, Jaime Bergman, Matthew Modine, John C. McGinley, Lela Rochon, Andrew Bryniarski, Jim Brown, Gene Gabriel, Lawrence Taylor, Duane Martin, James Karen, Gianni Russo, Bill Bellamy, Jose Rosete, Robert Paget, Mitch Morris",United States of America,Oliver Stone,"Oliver Stone, Richard Donner","Netflix, InterCom",Stuart Levy,"Oliver Stone, John Logan","Paul Kelly, Richard Horowitz"
3174,Man on the Moon,1999.0,"Danny DeVito, Christopher Lloyd, Anton Fig, Doris Eaton Travis, Angela Jones, Jim Carrey, Mary Lynn Rajskub, Caroline Rhea, Reiko Aylesworth, Paul Giamatti, David Letterman, Vincent Schiavelli, Jeff Conaway, Judd Hirsch, David Koechner, Carol Kane, Courtney Love, Jerry Lawler, Dr. Luke, Bob Zmuda, Lorne Michaels, Richard Belzer, Patton Oswalt, Marilu Henner, Jim Ross, Brent Briscoe, Tracey Walter, Paul Shaffer, Christina Cabot, Michael Kelly, Earl Gardner, Gerry Becker, Michiko Nishiwaki, Chuck Zito, Will Lee, Heath Hyche, Sydney Lassick, The Kat, J. Alan Thomas, Norm Macdonald, Tiger Mendez, Sid McGinnis, Hal Blaine, Peter Bonerz, Frank Marocco, Edita Brychta, Miles Chapin, Fredd Wayne, Randall Carver, Mark Pinkosh, Conrad Roberts, Lew Del Gatto, Steve Turre, Eva Jeníčková, Lenny Pickett, Mews Small, Michael Taccetta, Shawn Pelton, Stephen Sayadian, Tom Dreesen, Mando Guerrero, Alex Foster, Alex Iles, Budd Friedman, Gene LeBell, George Shapiro, Greg Travis, Johnny Legend, Kris Martinez, Lance Russell, Leslie Lyles, Marilyn Sokol, Max Alexander",United States of America,Miloš Forman,"Danny DeVito, Michael Shamberg, Stacey Sher","Universal Pictures, Netflix","Christopher Tellefsen, Lynzee Klingman","Scott Alexander, Michael Hausman, Larry Karaszewski","R.E.M., Mike Mills"
3175,Galaxy Quest,1999.0,"Corbin Bleu, Tony Shalhoub, Alan Rickman, Sigourney Weaver, Missi Pyle, Tim Allen, Justin Long, Sam Rockwell, Rainn Wilson, David Dorfman, Enrico Colantoni, Sam Lloyd, J. P. Manoux, Matt Winston, Daryl Mitchell, Kevin McDonald, Dian Bachar, Robin Sachs, Jeremy Howard, Gregg Binkley, Patrick Breen, Heidi Swedberg, Isaac C. Singleton Jr., Jerry Penacoli, Susan Egan, Brandon Keener, Jed Rees, Joe Frank, Joel McKinnon Miller, Kaitlin Cullum, Wayne Pére, Todd Giebenhain, Bill Chott",United States of America,Dean Parisot,"Mark Johnson, Charles Newirth","Netflix, UIP-Dunafilm",Don Zimmerman,"Robert Gordon, David Howard",David Newman
3176,The Talented Mr. Ripley,1999.0,"Cate Blanchett, Jude Law, Gretchen Egolf, Gwyneth Paltrow, Matt Damon, Philip Seymour Hoffman, Celia Weston, Deirdre Lovejoy, Jack Davenport, Lisa Eichhorn, Stefania Rocca, Gianfranco Barra, Rosario Fiorello, Sergio Rubini, James Rebhorn, Philip Baker Hall, Giuseppe Fiorello, Ivano Marescotti, Pietro Ragusa, Renato Scarpa, Anna Longhi",United States of America,Anthony Minghella,"Sydney Pollack, Saul Zaentz, William Horberg","Paramount Pictures, Netflix",Walter Murch,"Anthony Minghella, Patricia Highsmith",Gabriel Yared
