ID	__name__	released	starring	originating from	directed by	produced by	distributed by	edited by	screenwriter	music by	probes_0	probes_1
3738	The Sugarland Express	1974	William Atherton	United States of America	Steven Spielberg	Richard D. Zanuck	Universal Pictures	Edward M. Abroms	Steven Spielberg	John Williams	The Sugarland Express is a movie, of the genre <mask>.	The Sugarland Express is a movie, released 1974, of the genre <mask>.
37380	Doom	2005	Karl Urban	United Kingdom	Andrzej Bartkowiak	Lorenzo di Bonaventura	Universal Pictures	Derek Brechin	David Callaham	Clint Mansell	Doom is a movie, of the genre <mask>.	Doom is a movie, released 2005, of the genre <mask>.
374	Richie Rich	1994	Claudia Schiffer	United States of America	Donald Petrie	Joel Silver	Netflix	Malcolm Campbell	Jim Jennewein	Alan Silvestri	Richie Rich is a movie, of the genre <mask>.	Richie Rich is a movie, released 1994, of the genre <mask>.
3740	Big Trouble in Little China	1986	John Carpenter	United States of America	John Carpenter	Larry J. Franco	20th Century Studios	Steve Mirkovich	Gary Goldman	John Carpenter	Big Trouble in Little China is a movie, of the genre <mask>.	Big Trouble in Little China is a movie, released 1986, of the genre <mask>.
3741	Badlands	1973	Charlie Sheen	United States of America	Terrence Malick	Terrence Malick	Warner Bros.	Robert Estrin	Terrence Malick	George Tipton	Badlands is a movie, of the genre <mask>.	Badlands is a movie, released 1973, of the genre <mask>.
3742	Battleship Potemkin	1925	Sergei Eisenstein	Soviet Union	Sergei Eisenstein	Yakov Bliokh	Netflix	Sergei Eisenstein	Sergei Eisenstein	Nikolay Kryukov	Battleship Potemkin is a movie, of the genre <mask>.	Battleship Potemkin is a movie, released 1925, of the genre <mask>.
3744	Shaft	2000	Christian Bale	United States of America	John Singleton	John Singleton	Paramount Pictures	John Bloom	John Singleton	David Arnold	Shaft is a movie, of the genre <mask>.	Shaft is a movie, released 2000, of the genre <mask>.
37475	An Unfinished Life	2005	Morgan Freeman	United States of America	Lasse Hallström	Alan Ladd Jr.	Netflix	Andrew Mondshein	Mark Spragg	Deborah Lurie	An Unfinished Life is a movie, of the genre <mask>.	An Unfinished Life is a movie, released 2005, of the genre <mask>.
3749	Time Regained	1999	Ingrid Caven	Italy	Raúl Ruiz	Paulo Branco	Gemini Studios	Denise de Casabianca	Raúl Ruiz	Jorge Arriagada	Time Regained is a movie, of the genre <mask>.	Time Regained is a movie, released 1999, of the genre <mask>.
3752	Me, Myself & Irene	2000	Renée Zellweger	United States of America	Bobby Farrelly	Charles B. Wessler	20th Century Studios	Christopher Greenbury	Bobby Farrelly	Pete Yorn	Me, Myself & Irene is a movie, of the genre <mask>.	Me, Myself & Irene is a movie, released 2000, of the genre <mask>.
3753	The Patriot	2000	Joely Richardson	United States of America	Roland Emmerich	Dean Devlin	Columbia Pictures	David Brenner	Robert Rodat	John Williams	The Patriot is a movie, of the genre <mask>.	The Patriot is a movie, released 2000, of the genre <mask>.
3754	The Adventures of Rocky and Bullwinkle	2000	Jonathan Winters	United States of America	Des McAnuff	Robert De Niro	Universal Pictures	Dennis Virkler	Kenneth Lonergan	Mark Mothersbaugh	The Adventures of Rocky and Bullwinkle is a movie, of the genre <mask>.	The Adventures of Rocky and Bullwinkle is a movie, released 2000, of the genre <mask>.
3755	The Perfect Storm	2000	George Clooney	United States of America	Wolfgang Petersen	Gail Katz	Netflix	Richard Francis-Bruce	Bo Goldman	James Horner	The Perfect Storm is a movie, of the genre <mask>.	The Perfect Storm is a movie, released 2000, of the genre <mask>.
3758	Communion	1989	Christopher Walken	United States of America	Philippe Mora	Philippe Mora	New Line Cinema	Lee Smith	Whitley Strieber	Eric Clapton	Communion is a movie, of the genre <mask>.	Communion is a movie, released 1989, of the genre <mask>.
3759	Fun and Fancy Free	1947	Luana Patten	United States of America	Hamilton Luske	Walt Disney	RKO Pictures	Jack Bachom	Harry Reeves	Bill Walsh	Fun and Fancy Free is a movie, of the genre <mask>.	Fun and Fancy Free is a movie, released 1947, of the genre <mask>.
3769	Thunderbolt and Lightfoot	1974	Clint Eastwood	United States of America	Michael Cimino	Robert Daley	United Artists Corporation	Ferris Webster	Michael Cimino	Dee Barton	Thunderbolt and Lightfoot is a movie, of the genre <mask>.	Thunderbolt and Lightfoot is a movie, released 1974, of the genre <mask>.
377	Speed	1994	Sandra Bullock	United States of America	Jan de Bont	Mark Gordon	Netflix	Johnny Wright	Graham Yost	Mark Mancina	Speed is a movie, of the genre <mask>.	Speed is a movie, released 1994, of the genre <mask>.
37720	The Exorcism of Emily Rose	2005	Shohreh Aghdashloo	United States of America	Scott Derrickson	Tom Rosenberg	Netflix	Jeff Betancourt	Scott Derrickson	Christopher Young	The Exorcism of Emily Rose is a movie, of the genre <mask>.	The Exorcism of Emily Rose is a movie, released 2005, of the genre <mask>.
37727	Flightplan	2005	Jodie Foster	United States of America	Robert Schwentke	Brian Grazer	Walt Disney Studios Motion Pictures	Thom Noble	Billy Ray	James Horner	Flightplan is a movie, of the genre <mask>.	Flightplan is a movie, released 2005, of the genre <mask>.
37733	A History of Violence	2005	Kyle Schmid	United States of America	David Cronenberg	David Cronenberg	Netflix	Ronald Sanders	Josh Olson	Howard Shore	A History of Violence is a movie, of the genre <mask>.	A History of Violence is a movie, released 2005, of the genre <mask>.
37736	Oliver Twist	2005	Ben Kingsley	Italy	Roman Polanski	Roman Polanski	TriStar Pictures	Hervé de Luze	Ronald Harwood	Rachel Portman	Oliver Twist is a movie, of the genre <mask>.	Oliver Twist is a movie, released 2005, of the genre <mask>.
37739	The Greatest Game Ever Played	2005	Elias Koteas	United States of America	Bill Paxton	Mark Frost	Netflix	Elliot Graham	Mark Frost	Brian Tyler	The Greatest Game Ever Played is a movie, of the genre <mask>.	The Greatest Game Ever Played is a movie, released 2005, of the genre <mask>.
37741	Capote	2005	Catherine Keener	Canada	Bennett Miller	Michael Ohoven	Netflix	Christopher Tellefsen	Dan Futterman	Mychael Danna	Capote is a movie, of the genre <mask>.	Capote is a movie, released 2005, of the genre <mask>.
3776	Melody Time	1948	Roy Rogers	United States of America	Clyde Geronimi	Walt Disney	RKO Pictures	Donald Halliday	Winston Hibler	Bennie Benjamin	Melody Time is a movie, of the genre <mask>.	Melody Time is a movie, released 1948, of the genre <mask>.
3778	On Our Merry Way	1948	Paulette Goddard	United States of America	King Vidor	Benedict Bogeaus	United Artists Corporation	James Smith	Laurence Stallings	Heinz Eric Roemheld	On Our Merry Way is a movie, of the genre <mask>.	On Our Merry Way is a movie, released 1948, of the genre <mask>.
378	Speechless	1994	Michael Keaton	United States of America	Ron Underwood	Geena Davis	Metro-Goldwyn-Mayer	Richard Francis-Bruce	Robert King	Marc Shaiman	Speechless is a movie, of the genre <mask>.	Speechless is a movie, released 1994, of the genre <mask>.
3780	Rocketship X-M	1950	Lloyd Bridges	United States of America	Kurt Neumann	Robert L. Lippert	Netflix	Harry W. Gerstad	Kurt Neumann	Ferde Grofé	Rocketship X-M is a movie, of the genre <mask>.	Rocketship X-M is a movie, released 1950, of the genre <mask>.
3784	Disney's The Kid	2000	Bruce Willis	United States of America	Jon Turteltaub	Jon Turteltaub	InterCom	Peter Honess	Audrey Wells	Marc Shaiman	Disney's The Kid is a movie, of the genre <mask>.	Disney's The Kid is a movie, released 2000, of the genre <mask>.
3786	But I'm a Cheerleader	1999	Melanie Lynskey	United States of America	Jamie Babbit	Leanna Creel	Netflix	Cecily Rhett	Jamie Babbit	Pat Irwin	But I'm a Cheerleader is a movie, of the genre <mask>.	But I'm a Cheerleader is a movie, released 1999, of the genre <mask>.
3788	Blowup	1966	Veruschka von Lehndorff	Italy	Michelangelo Antonioni	Carlo Ponti	Netflix	Frank Clarke	Michelangelo Antonioni	Herbie Hancock	Blowup is a movie, of the genre <mask>.	Blowup is a movie, released 1966, of the genre <mask>.
3789	The Pawnbroker	1964	Rod Steiger	United States of America	Sidney Lumet	Ely Landau	Netflix	Ralph Rosenblum	Edward Lewis Wallant	Quincy Jones	The Pawnbroker is a movie, of the genre <mask>.	The Pawnbroker is a movie, released 1964, of the genre <mask>.
379	Timecop	1994	Jean-Claude Van Damme	Canada	Peter Hyams	Sam Raimi	Netflix	Steven Kemper	Mark Verheiden	Mark Isham	Timecop is a movie, of the genre <mask>.	Timecop is a movie, released 1994, of the genre <mask>.
3791	Footloose	1984	Sarah Jessica Parker	United States of America	Herbert Ross	Lewis J. Rachmil	Paramount Pictures	Paul Hirsch	Dean Pitchford	Kenny Loggins	Footloose is a movie, of the genre <mask>.	Footloose is a movie, released 1984, of the genre <mask>.
3792	Duel in the Sun	1946	Joan Tetzel	United States of America	King Vidor	David O. Selznick	Netflix	Hal C. Kern	David O. Selznick	Dimitri Tiomkin	Duel in the Sun is a movie, of the genre <mask>.	Duel in the Sun is a movie, released 1946, of the genre <mask>.
3793	X-Men	2000	Patrick Stewart	United States of America	Bryan Singer	Ralph Winter	20th Century Studios	Kevin Stitt	David Hayter	Michael Kamen	X-Men is a movie, of the genre <mask>.	X-Men is a movie, released 2000, of the genre <mask>.
3797	The In Crowd	2000	Erinn Bartlett	United States of America	Mary Lambert	James G. Robinson	Netflix	Pasquale Buba	Mark Gibson	Jeff Rona	The In Crowd is a movie, of the genre <mask>.	The In Crowd is a movie, released 2000, of the genre <mask>.
37976	The Flowers of St. Francis	1950	Aldo Fabrizi	Italy	Roberto Rossellini	Angelo Rizzoli	Joseph Burstyn	Jolanda Benvenuti	Roberto Rossellini	Renzo Rossellini	The Flowers of St. Francis is a movie, of the genre <mask>.	The Flowers of St. Francis is a movie, released 1950, of the genre <mask>.
3798	What Lies Beneath	2000	Michelle Pfeiffer	United States of America	Robert Zemeckis	Steve Starkey	Netflix	Arthur Schmidt	Clark Gregg	Alan Silvestri	What Lies Beneath is a movie, of the genre <mask>.	What Lies Beneath is a movie, released 2000, of the genre <mask>.
380	True Lies	1994	Arnold Schwarzenegger	United States of America	James Cameron	James Cameron	Netflix	James Cameron	James Cameron	Brad Fiedel	True Lies is a movie, of the genre <mask>.	True Lies is a movie, released 1994, of the genre <mask>.
38004	Münchhausen	1943	Michael Bohnen	Germany	Josef von Báky	Eberhard Schmidt	Universum Film AG	Milo Harbich	Erich Kästner	Georg Haentzschel	Münchhausen is a movie, of the genre <mask>.	Münchhausen is a movie, released 1943, of the genre <mask>.
3801	Anatomy of a Murder	1959	Duke Ellington	United States of America	Otto Preminger	Otto Preminger	Columbia Pictures	Louis R. Loeffler	Wendell Mayes	Duke Ellington	Anatomy of a Murder is a movie, of the genre <mask>.	Anatomy of a Murder is a movie, released 1959, of the genre <mask>.
3802	Freejack	1992	David Johansen	United States of America	Geoff Murphy	Ronald Shusett	InterCom	Dennis Virkler	Steven Pressfield	Trevor Jones	Freejack is a movie, of the genre <mask>.	Freejack is a movie, released 1992, of the genre <mask>.
3806	Mackennas Gold	1969	Gregory Peck	United States of America	J. Lee Thompson	Dimitri Tiomkin	Columbia Pictures	Bill Lenny	Henry Wilson Allen	Quincy Jones	Mackennas Gold is a movie, of the genre <mask>.	Mackennas Gold is a movie, released 1969, of the genre <mask>.
38061	Kiss Kiss Bang Bang	2005	Michelle Monaghan	United States of America	Shane Black	Joel Silver	Warner Bros.	Jim Page	Shane Black	John Ottman	Kiss Kiss Bang Bang is a movie, of the genre <mask>.	Kiss Kiss Bang Bang is a movie, released 2005, of the genre <mask>.
3809	What About Bob?	1991	Bill Murray	United States of America	Frank Oz	Laura Ziskin	Netflix	Anne V. Coates	Tom Schulman	Miles Goodman	What About Bob? is a movie, of the genre <mask>.	What About Bob? is a movie, released 1991, of the genre <mask>.
38097	Dumplings	2004	Tony Leung Ka-fai	Hong Kong	Fruit Chan	Eric Tsang	Netflix	Fruit Chan	Lilian Lee	Chan Kwong-wing	Dumplings is a movie, of the genre <mask>.	Dumplings is a movie, released 2004, of the genre <mask>.
3814	Love and Death	1975	Woody Allen	United States of America	Woody Allen	Charles H. Joffe	United Artists Corporation	George Hively	Woody Allen	Sergei Prokofiev	Love and Death is a movie, of the genre <mask>.	Love and Death is a movie, released 1975, of the genre <mask>.
38159	A Short Film About Love	1988	Grażyna Szapołowska	Poland	Krzysztof Kieślowski	Krzysztof Piesiewicz	Netflix	Ewa Smal	Krzysztof Kieślowski	Zbigniew Preisner	A Short Film About Love is a movie, of the genre <mask>.	A Short Film About Love is a movie, released 1988, of the genre <mask>.
3816	The Official Story	1985	Carlos Weber	Argentina	Luis Puenzo	Marcelo Piñeyro	Netflix	Juan Carlos Macías	Aída Bortnik	Atilio Stampone	The Official Story is a movie, of the genre <mask>.	The Official Story is a movie, released 1985, of the genre <mask>.
38164	All This, and Heaven Too	1940	Virginia Weidler	United States of America	Anatole Litvak	Anatole Litvak	Warner Bros.	Warren Low	Casey Robinson	Max Steiner	All This, and Heaven Too is a movie, of the genre <mask>.	All This, and Heaven Too is a movie, released 1940, of the genre <mask>.
382	Wolf	1994	Jack Nicholson	United States of America	Mike Nichols	Douglas Wick	Columbia Pictures	Sam O'Steen	Wesley Strick	Ennio Morricone	Wolf is a movie, of the genre <mask>.	Wolf is a movie, released 1994, of the genre <mask>.
3824	Autumn in New York	2000	Sam Trammell	United States of America	Joan Chen	Gary Lucchesi	Metro-Goldwyn-Mayer	Ruby Yang	Allison Burnett	Gabriel Yared	Autumn in New York is a movie, of the genre <mask>.	Autumn in New York is a movie, released 2000, of the genre <mask>.
3825	Coyote Ugly	2000	Bud Cort	United States of America	David McNally	Jerry Bruckheimer	Netflix	William Goldenberg	Gina Wendkos	Trevor Horn	Coyote Ugly is a movie, of the genre <mask>.	Coyote Ugly is a movie, released 2000, of the genre <mask>.
3826	Hollow Man	2000	Josh Brolin	United States of America	Paul Verhoeven	Alan Marshall	Columbia Pictures	Mark Goldblatt	Andrew W. Marlowe	Jerry Goldsmith	Hollow Man is a movie, of the genre <mask>.	Hollow Man is a movie, released 2000, of the genre <mask>.
383	Wyatt Earp	1994	Kevin Costner	United States of America	Lawrence Kasdan	Kevin Costner	Warner Bros.	Carol Littleton	Lawrence Kasdan	James Newton Howard	Wyatt Earp is a movie, of the genre <mask>.	Wyatt Earp is a movie, released 1994, of the genre <mask>.
38320	Valerie and Her Week of Wonders	1970	Helena Anýžová	Czechoslovakia	Jaromil Jireš	Jiří Bečka	Netflix	Josef Valušiak	Jaromil Jireš	Luboš Fišer	Valerie and Her Week of Wonders is a movie, of the genre <mask>.	Valerie and Her Week of Wonders is a movie, released 1970, of the genre <mask>.
3836	Kelly's Heroes	1970	Clint Eastwood	United States of America	Brian G. Hutton	Sidney Beckerman	Metro-Goldwyn-Mayer	John Jympson	Troy Kennedy Martin	Lalo Schifrin	Kelly's Heroes is a movie, of the genre <mask>.	Kelly's Heroes is a movie, released 1970, of the genre <mask>.
38376	Everybody's Fine	1990	Ennio Morricone	Italy	Giuseppe Tornatore	Angelo Rizzoli	Miramax	Mario Morra	Giuseppe Tornatore	Ennio Morricone	Everybody's Fine is a movie, of the genre <mask>.	Everybody's Fine is a movie, released 1990, of the genre <mask>.
3838	Phantasm III: Lord of the Dead	1994	Angus Scrimm	United States of America	Don Coscarelli	Don Coscarelli	Universal Pictures	Norman Buckley	Don Coscarelli	Fred Myrow	Phantasm III: Lord of the Dead is a movie, of the genre <mask>.	Phantasm III: Lord of the Dead is a movie, released 1994, of the genre <mask>.
38384	Hail the Conquering Hero	1944	Eddie Bracken	United States of America	Preston Sturges	Buddy DeSylva	Paramount Pictures	Stuart Gilmore	Preston Sturges	Werner R. Heymann	Hail the Conquering Hero is a movie, of the genre <mask>.	Hail the Conquering Hero is a movie, released 1944, of the genre <mask>.
38388	Goal!	2005	Gary Lewis	United States of America	Danny Cannon	Matt Barrelle	Netflix	Chris Dickens	Dick Clement	Graeme Revell	Goal! is a movie, of the genre <mask>.	Goal! is a movie, released 2005, of the genre <mask>.
384	Bad Company	1995	Laurence Fishburne	United States of America	Damian Harris	Jeffrey Chernov	Netflix	Stuart H. Pappé	Ross Thomas	Carter Burwell	Bad Company is a movie, of the genre <mask>.	Bad Company is a movie, released 1995, of the genre <mask>.
3841	Air America	1990	Mel Gibson	United States of America	Roger Spottiswoode	Andrew G. Vajna	TriStar Pictures	John Bloom	Richard Rush	Charles Gross	Air America is a movie, of the genre <mask>.	Air America is a movie, released 1990, of the genre <mask>.
3844	Steel Magnolias	1989	Julia Roberts	United States of America	Herbert Ross	Ray Stark	TriStar Pictures	Paul Hirsch	Robert Harling	Georges Delerue	Steel Magnolias is a movie, of the genre <mask>.	Steel Magnolias is a movie, released 1989, of the genre <mask>.
3845	And God Created Woman	1956	Jane Marken	France	Roger Vadim	Raoul Lévy	Netflix	Victoria Mercanton	Raoul Lévy	Paul Misraki	And God Created Woman is a movie, of the genre <mask>.	And God Created Woman is a movie, released 1956, of the genre <mask>.
